  Energy  39.57K_10T  39.59K_7T  39.575K_5T  39.59K_3T  19.29K_10T  19.295K_7T  19.3K_5T  19.31K_3T  9.775K_10T  9.78K_7T  9.795K_5T   9.8K_3T  4.995K_10T  5.02K_7T  5.055K_5T  5.04K_3T  2.68K_10T  2.62K_7T  2.64K_5T  2.63K_3T
16420.36     14.8292     9.9167      8.4767     3.2247     20.9044     15.3881   11.9672     5.5038     10.8132    5.7915     3.3421    1.9146      2.3909   -0.9651    -0.2917   -0.3056     0.3874   -1.2668   -2.2256   -1.7915
16447.37     14.7428    11.0945      8.4496     4.7062     20.6320     14.5534   10.7699     6.2415      7.9561    4.7363     2.3839    1.3870      1.9360    0.7787    -0.6069   -0.8121     0.8339   -3.0895   -2.5790   -1.6004
16474.46     13.9704     9.5527      7.3631     3.2385     19.0145     15.3291    9.7107     6.3848      8.1997    5.3302     3.9634    1.7102      0.4917    0.1154    -0.9998   -1.2588     0.3825   -1.2027   -1.1856   -2.2067
16501.65     13.1153     8.8365      5.6568     5.2476     17.9977     12.5181    8.6143     4.4188     10.9414    6.1776     3.1778    2.3404      3.6504    0.3310    -1.1143   -1.4869    -0.5290   -2.2588   -1.9595   -0.7598
16528.93     13.2917    10.6677      7.5380     4.4950     18.0935     13.9400    9.5479     5.1581      7.9831    7.3266     3.1860    0.9539      2.0629    0.0513     0.4868   -2.4052    -0.2538   -0.9650   -1.0910   -2.4964
16556.29     13.1711     9.6578      5.9797     3.7485     18.5951     12.4212   10.2496     4.6645      8.7206    7.0495     2.0882    1.9892      2.4728    1.0021    -0.0531   -1.3578    -0.9615   -0.4474   -0.0292   -2.1969
16583.75     12.6768     9.3922      7.7525     3.1205     18.5106     13.3931    8.8484     6.4977      8.1107    5.8274     3.3517    3.3764      2.5323   -0.6598    -0.8214   -1.3205     0.2835   -1.9036   -1.5809   -1.3383
16611.30     12.8640     8.7642      6.3136     3.4974     18.3230     12.9715    9.6733     5.3931      9.6951    5.2826     2.3169    0.7840      3.4049    0.2732    -0.6902   -0.1893     1.8395   -1.3221   -2.5961   -3.1008
16638.94     11.0975     9.9736      7.7232     4.6319     17.4742     12.8589    8.6399     6.3815      9.5411    4.5704     2.3558    2.0411      3.5428   -0.5090    -1.2780   -2.1757     1.2936   -1.9400   -1.3092   -3.2309
16666.67     10.1207     7.9120      6.4328     3.7589     18.7163     12.8238    8.8801     5.9720      8.9315    4.1794     2.3016    2.3701      3.0471    0.4924    -1.1065   -0.8735     0.3012   -1.2536   -1.2337   -2.1660
16694.49     12.6592     8.1801      7.0068     4.0218     18.0510     12.5506    9.0984     5.3087      8.4521    6.8226     3.7740    2.3584      3.3587    1.4806     0.1717   -1.6968     1.1714   -1.0682   -0.7555   -2.5738
16722.41     11.3880     7.8127      6.3670     4.7573     18.0400     11.7770    9.0412     6.4508      8.5147    5.2572     2.2192    1.7799      3.6817    0.4917    -0.0625   -0.1832     0.0104   -0.9715   -0.5907   -1.0733
16750.42     10.9229     8.2826      6.8005     3.1277     17.2887     12.9168    9.6744     5.5769     10.7572    6.4849     3.7587    2.2277      2.1343    0.0479     1.6534   -0.9648     1.7383   -0.5801   -2.2988   -1.3759
16778.52     11.3970     7.7233      6.0201     3.6055     16.7750     12.9762    9.0922     6.8574     10.2269    5.6116     4.4429    2.8939      4.1086    1.1503    -0.4932   -1.2186     1.6007    0.1721   -3.2948   -2.5067
16806.72     10.9894     8.3808      5.9923     4.0549     17.2943     11.9983   10.5168     6.1460      8.5157    8.1449     3.1159    1.7480      4.1712    2.1261     1.7512   -0.5127     2.6314    0.2151   -0.8529   -1.2608
16835.02     12.5726     8.4276      4.7589     3.5809     17.2961     11.7375    8.5648     4.8903     10.3287    6.0707     4.2737    2.5690      3.4943    1.4077     0.5112   -0.0372     2.7468    1.4831   -0.0872   -2.7450
16863.41     10.6067     8.0780      5.5691     2.0707     18.7863     12.2040    8.4003     5.8800      9.3670    6.8811     3.4209    3.3834      5.4935    1.0258    -0.5875   -1.3735     2.8309    0.2604   -0.0090   -1.8717
16891.89     10.1232     8.4946      5.6357     4.2437     15.8189     12.7094    9.9518     4.8769     10.0066    6.8826     3.6289    1.2839      4.1512    1.8676     0.3968   -0.1869     3.3858    0.2974   -1.0314   -1.8627
16920.47     11.4038     8.4122      4.9293     3.1978     16.9744     12.6974    9.4379     5.2596     11.6040    6.7263     4.4835    2.5736      6.3096    2.8583     0.4394   -0.3253     5.2180    1.2486   -0.0189   -3.6515
16949.15     10.8152     7.1091      6.7555     3.5084     16.9291     11.1410    9.6845     5.8658     13.7732    8.9627     2.9213    2.3487      5.8120    1.9813     1.1587   -0.5302     3.8498    0.6789   -1.2008   -1.8971
16977.93     11.9632     8.3485      6.2301     3.2533     17.3492     12.8410   10.2102     5.6845     12.8099    6.3948     4.4268    1.5640      7.1589    3.0109     0.8539   -0.2407     4.1359    0.9370   -0.2188   -2.3058
17006.80     12.2625     8.9965      7.0169     2.5528     17.9205     12.4075    9.4404     6.4908     12.0280    9.1408     4.8888    3.5096      7.8968    2.5122     1.8902   -1.3194     5.7086    2.5004   -0.5971   -0.8342
17035.78     11.0688     8.5273      6.0690     3.5836     19.7724     14.3778    9.3408     5.9804     13.3429    8.5636     6.8323    4.0006      8.8184    4.1624     2.1771    0.1624     7.8043    3.8789   -0.3647   -1.6392
17064.85     12.2034     8.2798      6.9853     4.6213     18.0592     15.0251   10.1755     7.1996     14.5262    8.9058     4.7559    4.0476      8.7918    4.8598     4.0169    0.9881     6.6006    2.5557   -0.0840   -1.3742
17094.02      9.9459     7.2357      6.1213     2.0955     18.7081     13.7530   10.9989     4.7711     14.6058   10.8196     6.5456    3.6003     10.3152    4.9204     1.8352    0.0557     9.8188    3.7099    0.3575   -0.7262
17123.29     10.9442     8.9608      6.6005     3.6538     19.5682     14.3843   11.0462     6.9455     15.1843    9.2650     6.4159    4.4256      9.4114    5.4552     2.9474    0.5875     9.2655    3.4974    0.2898   -0.8435
17152.66     13.3015     7.6692      6.0823     4.2670     20.6787     14.7617   10.3324     6.0099     14.9701   10.3104     5.0883    2.4993     12.3397    6.8678     4.6550    0.8750     9.0572    4.2378    2.7066   -0.0629
17182.13     11.5152     6.4632      6.9742     2.9294     21.0298     13.8925    9.4313     7.7095     14.7852   11.3070     6.9360    4.6206     11.1059    6.3714     3.7995    0.7963    11.0620    5.2743    2.3718    0.5629
17211.70     12.8674     9.0815      6.5618     4.3561     20.3291     16.4287   10.7878     5.6372     18.0746   12.1589     7.8704    5.1975     13.1895    7.4353     2.8777    3.2599    10.4575    5.7351    1.6939   -0.5888
17241.38     12.3130     9.7389      5.6607     3.1941     23.8722     15.5003   12.4452     5.6481     19.1154   12.6031     7.4532    4.5314     14.4116    8.0473     3.7535    2.8462    11.9451    6.0044    2.0662   -0.2950
17271.16     13.4134     9.3891      5.3412     4.5402     21.9994     15.0363   12.1360     6.4276     19.3507   12.9908     7.9893    5.2310     13.0455    9.0861     4.7176    2.7957    11.9303    7.3762    1.8421    0.2622
17301.04     13.8531     9.8048      7.2370     4.6919     24.5204     16.1760   11.6652     7.4809     18.9314   12.3004     8.7149    5.9066     14.1530   10.5523     4.8348    2.0716    13.3407    6.2984    3.7905   -0.1300
17331.02     12.9551    10.8538      6.6244     5.2660     23.8783     16.6468   12.4315     7.0702     19.7964   13.8283     6.5673    6.5727     14.2849   10.0450     3.9594    3.1919    13.9962    9.0036    2.7614    0.0072
17361.11     12.2490     9.7551      6.7809     3.0421     23.4379     16.6014   11.2604     6.5213     20.9614   14.7951     7.3585    5.8714     16.6665   10.1608     7.1807    1.8853    16.1041    7.7035    4.3650   -0.2671
17391.30     12.5366    10.7885      6.0165     5.8556     26.6234     17.5501   12.4724     8.2530     21.0997   14.8010     9.9537    5.4686     17.3896   10.9345     5.8175    2.7890    17.9705    9.3824    5.4236    0.0540
17421.60     14.9275    10.2459      5.7010     4.0580     25.3243     17.9325   13.0335     8.3203     22.1654   14.3954    10.3301    6.1069     17.9575    9.9481     7.4460    2.7029    16.0708    8.2370    5.1251    1.2275
17452.01     14.8704    11.0803      8.1180     4.4551     25.6760     18.8041   13.8165     7.5065     22.7318   15.7298    10.0504    5.0395     17.9814   10.4387     4.9280    3.5569    15.9008   10.7614    4.4346    0.4117
17482.52     13.4601    10.7171      6.7148     3.9888     25.2037     19.3283   15.5312     7.3484     22.5125   16.1741    10.7916    7.1057     17.9080   12.4170     6.3442    3.9270    17.8671   11.3950    6.3339    2.0713
17513.13     14.4364    11.5472      6.8992     3.8306     27.3437     20.3180   14.4372     8.5826     22.3281   14.5057    11.1188    5.5373     18.1603   11.4659     8.1440    4.4813    18.4707   11.3500    7.1381    0.1202
17543.86     13.4413    10.7561      6.9710     4.9501     26.4027     18.6920   13.5854     8.9368     23.6207   14.9144    11.4315    7.7301     18.9490   13.1226     7.6635    4.2994    18.8636    9.8005    7.3144    1.9748
17574.69     13.8874    10.3262      7.4278     4.1588     25.8104     19.5699   13.2920     7.7024     24.4505   17.2586    11.5463    6.4421     19.8522   12.3084     7.3214    3.1823    18.0609   12.8497    6.0317    1.3463
17605.63     14.1460    11.4629      7.3592     4.6913     26.4720     19.2178   15.1075     8.5762     24.5056   17.8545    12.6296    6.5045     22.1075   13.5607     9.6915    3.2932    18.4644   12.7499    5.2131    1.4989
17636.68     14.5774     9.7702      8.1221     4.0281     27.2334     20.3655   14.5440     9.2152     26.1761   16.8930    11.2030    7.0800     21.1913   12.8427     8.3278    3.0004    19.2580   12.8917    7.3481    2.7005
17667.84     15.4416    11.5022      9.9827     4.4032     26.9918     19.4731   15.3086     8.0065     23.8012   17.7351    11.2872    6.2466     20.4462   13.2498     8.2901    4.6156    20.1534   12.5928    6.7471    2.8730
17699.12     15.0005    11.7780      6.8135     4.9607     29.2493     19.8378   13.6257    10.0487     24.8878   17.8791    11.3691    7.3095     20.2827   13.9697     7.6199    4.1123    19.2455   10.8632    8.5924    2.1292
17730.50     14.6594    10.3215      7.8230     4.9602     27.4596     20.7172   12.8548     9.3010     25.2561   17.7631    12.2902    6.3530     21.5269   13.2265     7.8702    4.9493    19.7134   12.4844    7.3637    0.3576
17761.99     14.6638    11.4675      6.4932     4.3877     27.4986     19.5228   13.7815     8.6246     24.7540   17.8017    13.4948    6.4840     19.5915   14.1444     8.3588    5.6046    20.9951   11.6885    6.8197    3.2172
17793.59     13.7865    11.6007      8.7396     5.0924     27.5656     20.0010   14.5448     8.9586     26.3792   17.4650    11.7015    5.9241     21.2994   13.0906     7.9588    3.3742    19.3884   11.3378    8.0885    1.9808
17825.31     15.0816    11.7456      6.0869     5.9409     28.3192     19.1784   14.6538     8.7961     25.5511   17.4887    11.6101    6.4692     21.0110   13.1495     7.5380    3.3798    19.5134   11.4391    6.3594    2.3430
17857.14     14.2422    11.5205      7.5266     4.8209     27.5868     19.2360   14.3175     8.4290     24.4378   17.0143    11.9009    5.9508     20.0766   14.4809     6.6286    3.9827    19.9098   13.2634    5.7861    2.6004
17889.09     14.6485    10.7302      8.1923     5.7373     29.4943     19.6144   14.3633     8.8596     26.4291   17.4364    12.3436    5.7690     21.3184   13.0146     7.2471    2.6739    18.7108   10.7877    5.2165    2.3690
17921.15     13.5296    11.7127      8.0553     7.1164     27.7414     21.1329   16.1118     9.5906     23.6275   15.7904    10.1247    5.4382     21.4524   12.7061     7.4877    3.5244    20.1606   10.1880    7.2558    1.8039
17953.32     15.3590    10.6376      8.9337     5.2076     25.6251     19.5194   14.4220    10.5099     23.8936   15.6874     9.6897    8.2286     19.3123   11.8882     7.1613    2.6018    19.2357   11.4680    6.3009    3.0913
17985.61     15.5809    10.1000      9.1260     5.0788     25.8621     19.2261   14.4406     7.3393     24.7265   16.9167    10.7094    5.6448     19.1471   11.0774     8.4831    1.4873    18.2053   10.0071    6.1339    0.5786
18018.02     13.6877    11.5485      8.5254     5.5138     28.4907     20.2694   14.1632     8.3996     24.1207   15.2270     9.4792    6.9511     19.0307   11.9164     7.7569    3.2421    16.9915    9.2625    5.3013    1.8919
18050.54     14.2886    10.2319      8.3062     4.9466     27.2240     18.1710   14.3542     7.0358     23.8304   13.4352     9.5764    6.5197     17.2407   10.8109     5.0561    2.4997    16.7841   10.1637    6.5844    0.1911
18083.18     16.5044    10.3137      9.4450     3.8835     27.8961     19.7254   13.6491     9.7081     22.0217   15.2310     9.2136    5.0265     16.9425    8.9226     4.9313    2.1668    16.0343    7.8900    4.9337    1.1267
18115.94     14.8963    11.6257      8.4906     3.8499     27.5575     19.9042   15.2025     8.7150     21.8365   14.4727     8.1602    5.0248     15.2140    9.6974     5.7294    1.7571    15.0145   10.2693    3.3268    0.2862
18148.82     14.6402    11.7902      6.3405     4.3018     28.3020     18.5441   13.2005     8.3943     21.6108   14.5170     9.6580    6.6978     17.9661    9.8196     4.9584    2.7718    15.1744    6.4812    4.3012    0.0855
18181.82     15.5392     9.7114      6.5523     5.0955     27.2030     18.3595   13.9643     6.2825     20.1381   14.7070     9.2138    6.2567     14.8782    9.9998     6.8566    2.2108    13.9623    7.0286    2.7940   -0.1863
18214.94     15.5163    10.3800      8.0398     4.8664     26.6804     19.6204   13.2407     9.0553     19.1458   13.0086     9.2412    5.3648     13.4238    9.3643     4.3595    1.7582    13.1141    5.3712    3.2879   -0.5926
18248.18     14.4023     9.8625      6.9554     4.0772     24.2499     17.1378   12.6215     6.7632     19.1438   12.3189     7.6919    4.4800     13.8669    6.2567     4.6018    0.7588    13.3919    7.3537    0.9791   -0.8047
18281.54     12.3186    10.2707      6.3068     6.5649     24.3333     18.2268   11.5579     7.7883     18.6842   11.8237     6.2245    4.1006     12.0152    8.6684     3.7888    0.8620    12.9358    3.7299    1.0174   -1.9174
18315.02     15.1021     9.8123      6.4303     4.6820     24.6835     19.9898   11.7998     8.8060     18.5158   12.7730     8.3113    5.3456     13.3137    6.0847     2.0390   -0.3434    10.2029    3.9573    2.2577   -2.0195
18348.62     14.2564     9.7354      7.0066     4.3314     24.1748     18.2041   12.9421     7.3806     17.6084   12.6369     8.6510    3.5351     12.7900    6.2037     3.2817    0.4077    11.2324    4.1725    0.7625   -1.2153
18382.35     14.7327     8.9497      6.8431     5.3676     23.2148     16.4355   12.3401     8.2489     17.0479   10.6305     7.9379    3.2970     10.4151    5.1047     1.9141   -0.4409     8.1938    4.4962    1.8447   -1.2154
18416.21     14.2882     9.9622      6.5054     3.1064     21.5969     15.7357   11.7872     7.2476     17.3382   11.0446     5.0873    3.7831      9.8391    4.3256     1.7700   -1.3119     9.4438    2.7189    1.9505   -2.7354
18450.18     13.5546    10.5061      6.7331     4.0303     23.6352     16.2639   12.7627     6.0778     17.1246   10.3739     5.7645    3.9942      7.6583    4.5596     0.0406   -0.8649     7.0188    1.9769   -1.4670   -0.8882
18484.29     13.4165     8.3185      7.6409     2.5003     21.8924     14.9240   12.8039     5.7099     15.3069    9.9144     6.0439    3.6328      9.3892    3.9789    -0.1662   -0.8179     6.6260    2.1293   -0.9546   -2.1322
18518.52     14.0942     8.6632      6.3255     4.2987     21.1364     16.4380   10.7828     5.6060     15.1531    7.6635     4.8800    3.2381      8.2355    3.5196     0.7866   -1.5594     5.9345    1.8205   -2.3180   -1.2275
18552.88     12.9818     9.0244      7.2465     3.3504     22.5384     15.6036   11.5844     6.2353     13.0292    7.4016     4.8921    1.5785      7.7246    1.9903    -0.5156   -1.8510     5.2292    2.4753   -0.7159   -1.7745
18587.36     13.1169    10.2921      7.2233     3.7414     22.0101     13.7282   10.2016     8.3588     16.4060    7.6204     3.9707    2.7330      6.0661    1.9169     0.2329   -1.2017     5.6852    0.1935   -1.3947   -1.9851
18621.97     12.5169    10.2767      6.8997     3.8797     19.8479     16.0835    9.9916     6.9405     13.1794    8.5541     4.6891    2.4081      4.2097    3.3165    -1.1353   -2.0764     4.2912    1.3275   -1.4605   -1.2214
18656.72     12.5998    10.0065      5.5948     3.2665     20.9720     13.8973    9.8236     6.2261     12.7942    8.3926     2.7477    2.6761      6.2317    0.5185     0.0178   -1.2905     7.1619   -0.4435   -0.8243   -2.4500
18691.59     12.6936     9.3288      5.7776     4.1959     21.1065     14.6411   10.9236     6.9949     13.4046    6.6854     3.0098    2.7443      2.7252    1.8599    -1.5762   -2.4931     1.5137   -0.5467   -0.3602   -2.7128
18726.59     13.5343     9.3131      7.6528     3.1091     22.5988     14.8400    9.7543     5.7053     12.1670    7.5215     4.2806    1.6355      4.7126    2.1244    -1.2359   -2.8156     0.9365   -1.0116   -2.1413   -3.2889
18761.73     12.8377     8.0828      5.9740     2.8619     20.6199     15.5257    9.5488     4.9512     10.3830    6.7560     2.1849    1.7454      3.0567    0.3058    -1.7631   -3.3763     2.2562   -1.3545   -2.2651   -2.4467
18796.99     13.2891     9.1559      6.6934     4.4218     21.3592     14.8169   10.6129     7.0726     10.5492    6.4296     2.8925    1.0948      2.6855   -1.0784    -2.5348   -1.8667     2.4137   -0.4550   -2.4511   -2.8901
18832.39     13.7136     6.6115      6.8640     3.6947     20.8186     14.8309    9.5152     6.7081     11.2170    6.9844     3.6044    1.2404      4.1112   -0.3570    -2.9314   -1.9602     1.4240   -1.9646   -2.7562   -4.6464
18867.92     13.5555     9.0679      5.9723     2.8310     19.5511     14.5930    9.4680     5.0131     12.1341    5.8155     3.2429    0.7519      2.6006   -1.0100    -2.1768   -3.0449     0.6595   -1.8898   -2.9121   -3.5738
18903.59     10.9672     8.7050      5.8964     2.3706     19.1264     13.8226    8.7667     6.1210     11.1671    8.0808     2.8388    3.7636      3.0281   -0.5223    -2.3387   -3.0965     0.9724   -0.3607   -5.3794   -4.6306
18939.39     12.4756     7.5857      4.8813     2.5207     19.8774     12.8539   10.6855     6.4977     10.1195    6.6638     2.0105    2.3305      1.4317    1.5848    -0.8733   -2.3721     0.6548   -1.7028   -4.7446   -3.6746
18975.33     10.5945     8.1455      6.0529     3.4111     19.2604     13.2758    8.2751     7.3779      8.9304    6.4308     2.5949    1.4457      1.3511   -3.3984    -1.6864   -1.6711     1.6047   -2.0070   -2.1590   -5.5711
19011.41      9.8718     6.6593      6.1338     2.2316     17.8711     10.9803    9.6958     6.0037      9.1771    5.0977     2.3188   -0.4017      2.7904    0.3159    -2.9209   -2.1407    -0.8053   -2.7941   -3.8792   -3.5372
19047.62     10.5549     8.8286      5.4500     4.0638     18.0039     12.4486    9.8083     4.9611      7.0762    4.4154     1.5726    0.4826      2.0428   -0.3955    -2.5960   -1.4847    -0.8805   -2.7059   -4.8091   -2.6103
19083.97     10.3616     8.4969      4.5111     3.1927     17.9993     11.7344    8.0572     5.4199      7.8374    3.3758     3.8881    0.5048      1.7905   -1.5146    -3.0998   -4.0419    -0.8701   -3.5911   -2.9711   -2.5553
19120.46     10.8350     7.2474      6.6413     1.9121     17.7878     11.5620    8.9662     5.6132      5.6404    4.4034     4.0005    0.7412      1.2319   -1.5320    -3.2814   -2.0468     1.2303   -4.1029   -1.6539   -3.2660
19157.09      9.3595     7.5193      5.6478     3.0535     16.7750     12.6596    8.2015     5.3761      7.5066    4.0575     0.3207    0.4414      0.6099   -2.2136    -2.3293   -0.5543     0.5116   -2.6512   -3.6771   -4.3539
19193.86      8.8847     7.8258      4.5083     2.3552     16.3508     10.3239    9.5111     5.2781      6.4387    4.0913     2.4522    0.5297     -1.3789   -2.4671    -3.4057   -1.7523    -1.7115   -3.5011   -4.8877   -2.4298
19230.77      9.3200     7.2390      4.7067     3.0933     17.6285     12.8244    7.4307     6.2311      6.2214    3.5792     2.2161    1.1205      0.4501   -0.6751    -4.5587   -1.8303    -1.7708   -2.6052   -4.0248   -7.2754
19267.82      8.5198     7.6157      5.6714     3.0886     17.5488     14.0495    7.3902     5.8669      6.9317    4.3221     1.7218    2.3024      0.7724   -1.9372    -2.2112   -1.9309    -1.1381   -4.6577   -4.1468   -5.2202
19305.02      7.0913     5.6371      3.4527     3.5445     16.6763     11.1640    7.9364     6.0474      5.3250    2.8058     4.1448   -1.3108      0.8695   -1.5401    -3.7735   -3.6990    -2.1589   -3.0272   -4.4074   -5.9001
19342.36      8.5706     6.6964      5.7402     3.1508     17.4661     10.7604    6.9120     3.6840      6.5716    3.3966     1.0943    1.3849     -0.1093   -1.9353    -3.9244   -2.2383     0.2507   -2.7175   -5.2070   -4.5937
19379.84      7.9352     7.4531      3.6588     3.0504     16.1990     11.9784    6.7791     1.9466      5.8049    3.8930     2.7671   -0.5191     -0.0780   -0.3464    -3.5897   -4.4290    -0.7995   -3.8827   -3.6750   -4.3279
19417.48      8.6665     5.5145      3.6723     1.5738     14.1753      9.6955    7.8053     3.8677      5.3518    3.1329     0.6634   -1.3457      0.7762   -1.8306    -3.7403   -2.3201    -1.3773   -3.0462   -5.6506   -4.6157
19455.25      7.5587     5.0904      5.2575     2.3051     13.8892     10.0445    6.1395     3.5103      6.9181    1.3771    -0.8902    0.7183      0.1865   -1.4513    -4.4931   -2.5351    -0.8379   -3.8523   -4.5445   -4.1202
19493.18      7.0326     5.1362      3.0005     2.5660     13.9368     10.1519    7.5022     3.8465      5.1178    1.8119    -0.2201   -0.6576     -2.3230   -4.1987    -4.8957   -4.2024    -2.0044   -2.8536   -4.3984   -5.5415
19531.25      6.4230     5.8131      3.5057     0.7995     13.9784      8.8893    6.8776     3.3557      5.4097    1.4475    -0.4301   -0.1302     -0.8988   -3.9369    -3.6323   -2.1925    -1.0824   -4.5065   -7.1916   -5.6027
19569.47      6.5013     4.8881      4.7642     1.4853     11.8348      8.5817    6.4025     3.8369      5.2973    1.1251     0.0776   -1.6361     -2.6870   -3.4425    -1.7242   -3.2108    -2.2746   -3.9356   -3.5386   -4.7908
19607.84      5.4036     4.2450      2.2137     3.2059     12.4464     10.2042    7.1478     2.9473      4.2418    1.3056     2.5914    1.5738     -0.3348   -3.3282    -1.8344   -4.7579    -1.7075   -2.9838   -3.3525   -4.0428
19646.37      6.6135     3.4585      2.8110     2.5592     10.8122      6.1387    5.3706     3.5688      5.7993    2.6877     1.0909    0.7720     -0.6770   -1.1745    -3.4051   -3.2460    -3.1315   -3.7216   -6.3520   -5.0328
19685.04      7.3951     3.5941      2.9781     1.4188     10.6094      8.7401    5.8933     3.3792      3.2190    1.1728     2.2997   -0.4247     -1.3731   -4.8014    -3.9978   -3.8223    -1.8143   -3.7626   -4.0466   -3.3144
19723.87      4.6517     3.9047      3.7183     2.2952     11.7352      7.2355    4.5052     2.6620      5.0669    3.2657     2.1740    0.7187     -2.4305   -1.5555    -4.7334   -3.6034    -1.9957   -3.9243   -2.7786   -5.0613
19762.85      2.7944     5.5591      4.2202     1.3787      9.8574      7.3358    5.3718     3.1281      2.3631   -0.5586     0.7732   -0.5862     -3.5537   -2.0065    -4.0781   -3.7559    -1.0485   -3.2039   -4.3956   -4.4455
19801.98      4.0894     3.5663      0.9877     1.8316     10.4688      8.2006    4.6631     2.2978      3.2768   -1.1295     0.3450   -0.9262     -1.6971   -3.6418    -3.6288   -3.6735    -3.3745   -3.9296   -5.2338   -4.9911
19841.27      3.8899     3.4601      2.8495     1.7570     10.4301      6.9576    6.6357     4.6814      1.5412    1.4745    -0.5311   -1.5974     -1.9159   -2.3489    -2.3479   -3.3764    -3.0324   -5.3534   -6.0019   -5.5428
19880.72      3.6316     4.2660      4.4547     0.4401      8.8345      6.3019    5.0962     3.6374      2.7929    0.5287    -0.6058    0.2294     -1.7885   -2.0307    -3.9399   -2.7854    -1.0224   -2.3619   -6.7952   -6.3911
19920.32      4.6112     3.2662      1.8769     2.1172     10.9590      6.7351    4.3911     1.5572      2.5301   -0.1508     0.2885   -0.2992     -2.7629   -2.8866    -3.2205   -4.6623    -1.6949   -3.1915   -3.4457   -6.1835
19960.08      1.9476     3.7282      2.9555     1.4697      9.7507      6.4878    3.9951     1.8932      2.7392    1.0310     0.8462    0.6240     -2.7246   -3.1556    -4.7598   -4.3595    -1.7224   -3.6990   -4.9893   -4.1674
20000.00      3.6052     4.0596      2.2207     0.6571      9.1464      3.0138    5.4628     2.3186      2.5627    1.1373     1.0082   -0.7414     -1.9344   -3.2140    -3.4665   -5.1058    -2.5490   -3.9800   -4.9223   -6.7507
20040.08      1.0201     0.8084      2.8125     1.5186      7.7537      5.9496    3.6516     1.3451      2.1530   -0.1670    -0.2444    0.0811     -2.3765   -3.6072    -3.7904   -4.0217    -1.4468   -4.5725   -4.0908   -4.3561
20080.32      0.1329     2.4508      0.4073     0.2616      6.5985      6.8175    3.2161     2.0573      1.4611    1.1798    -0.8298   -1.6110     -1.0556   -3.7632    -4.7283   -4.0339    -1.0017   -4.1828   -3.3526   -6.4271
20120.72      2.6504     1.2192      0.8446     1.8582      7.0219      5.5062    4.1061     3.5605      2.1626    0.3626     1.4244   -0.0193     -2.5716   -3.4977    -3.0616   -2.0407    -2.6541   -4.2272   -5.7878   -5.9563
20161.29      3.7066     3.6082      1.0275    -0.0253      7.2453      5.4488    4.2009     3.0790      2.0840   -0.1393     1.1274    0.0944     -1.4977   -2.6090    -4.2563   -3.0197    -3.0760   -3.7670   -5.0196   -6.0307
20202.02      3.2030     1.4825      0.3439     1.0037      7.0348      3.1914    4.7023     2.5420      4.0014   -0.3040    -1.4947   -0.4989     -2.7597   -2.7319    -3.2129   -2.0079    -1.2745   -2.0021   -6.8116   -3.4690
20242.91      0.5423     0.7090      1.9174     0.2696      7.5594      5.1377    2.8655     1.9836      1.9746    0.5564     0.1582    0.1996     -3.4197   -3.6162    -2.5177   -4.7951    -2.6696   -2.8897   -5.2801   -5.3293
20283.98      3.1427     1.5743      0.5820     0.4076      5.4929      4.6958    5.0598     3.3740      0.9270   -0.4609    -0.7105   -0.4462     -2.4912   -4.2006    -4.6963   -2.6051    -2.7986   -5.5524   -5.0152   -4.6220
20325.20      1.8767     1.3011      1.3449     1.0069      7.6532      6.7737    2.5839     1.5337      0.7890    0.0898    -1.9979   -0.5235     -0.8262   -1.3681    -2.8131   -4.2078    -2.1048   -1.1888   -3.9710   -5.1631
20366.60      1.4446     0.5508      0.7702     1.5014      6.4238      6.8487    3.4013     2.1578      0.8595    1.6177    -1.2221    1.5342     -2.2688   -4.5145    -3.6453   -3.0947    -1.9222   -3.3332   -3.4056   -2.0384
20408.16      1.7111     1.6222      2.1216     0.7782      6.5433      3.3688    3.1999     2.5105      1.8956    2.8360    -0.8061    0.2215     -2.5616   -3.2673    -3.0513   -3.0130    -1.4952   -2.9135   -4.4302   -4.6261
20449.90      2.1712     0.6699      2.4567    -0.2012      6.9000      3.8114    2.4180     1.7654      1.2671    0.1556    -3.4394    0.7005     -3.2271   -2.9544    -3.2210   -2.3407    -2.3024   -1.1010   -4.8889   -4.2315
20491.80      1.2712     0.9809      2.0657     0.2492      8.6686      4.7244    2.7906     1.3764      2.3754    0.7864     1.5180   -1.1947     -0.5747   -3.6006    -2.8350   -3.0301    -1.1207   -3.3208   -2.8101   -2.4458
20533.88      2.0157     0.6140      2.2939    -0.3458      6.7622      4.7430    2.3547     2.2896      1.1921    1.0327     1.6125   -1.2894     -0.6792   -2.4984    -3.1738   -1.7280    -1.4443   -3.3403   -3.2237   -2.3979
20576.13     -0.2801     1.2043      0.6541     0.4846      6.7660      5.2811    2.0867     1.8691      1.6528   -0.4587    -0.8799    1.0234     -0.7959   -1.3333    -3.9478   -1.6461    -0.6344   -2.8165   -3.8064   -4.2515
20618.56      0.1475     0.4007     -0.8440    -0.8411      7.4251      5.2799    4.1204     1.8172      3.2430    0.4074     0.8501   -0.3872     -1.0332   -0.3871    -1.8832   -2.8729    -0.1497   -0.9440   -1.9053   -2.3285
20661.16      2.4913     1.0275     -0.5320     0.0933      4.3419      6.9154    4.6327     4.2399      1.6161    1.2993     0.0244   -0.9915     -0.5554   -1.2230    -1.3729   -1.2193     1.4118   -0.8722   -1.4069   -3.5640
